objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
wlc077,wlc077.pdf,,,"Vineyard Land & Stock Co. v. Fourth Judicial District Court, 42 Nev. 1",,1918-06,"In a dispute over a determination of water rights, the corporation argued that Nevada's water law was unconstitutional. In denying the writ of prohibition, the court concluded that the statute, as applied in the case at issue, was constitutionally valid. In reaching its conclusion, the court relied on case law interpreting analogous statutes in holding that the statutory provisions for determining water rights did not violate due process. In so holding, the court noted that provision in the statute was made for all interested parties to be provided with notice of the determination of the water rights and that provision was made for review of such a determination. Additionally, the court held that the statute did not violate constitutional provisions vesting state courts with original jurisdiction over property disputes because the state engineer's determination concerning water rights had effect only upon the decree of the district court. The court also held that the statute implicated rights in eminent domain proceedings.",streams;vested rights;irrigation,"Elko County, NV",41.46260989,-115.2968077,42 Nev. 1,,Case Law,application/pdf,,,
wlc078,wlc078.pdf,,,"Pacific Live Stock Co., v. Ellison Ranching Co., 45 Nev. 1",,1921-04,"Plaintiff sued defendant (and other defendants) to quiet title in a quantity of water from a river and to enjoin defendants from interfering with its water rights. Defendant cross-complained plaintiff and some of the defendants. Other cross-complaints were filed. The trial court entered judgment for plaintiff. Defendant appealed both the judgment and certain orders, but failed to serve notices of appeal on her codefendants. Plaintiff moved to dismiss the appeals on the ground that notices of appeal were not served on the adverse parties. The court ordered the motions to stand over to be renewed, heard, and decided when the case was presented on the merits. The court held that it would require an exploration of the merits of the case to determine whether the omitted parties were indeed adverse parties to defendant. The court noted that the test of whether such parties were adverse was whether a modification or reversal of the decision would affect them.",rivers;cubic foot;beneficial use,"Humboldt County, NV",40.81467416,-115.7636066,45 Nev. 1,,Case Law,application/pdf,,,
wlc079,wlc079.pdf,,,"Nenzel v. Rochester Silver Corp., 48 Nev. 41",,1924-07-01,"The trustees acted on behalf of a company that acquired title to certain real property and water rights from the prior owner. The lessee claimed a right to use of the water and water system via a prior 5-year lease assigned to the lessee and a subsequent oral agreement with the prior owner that included a fixed rent amount. Upon the trustees' acquisition, they submitted a bill for rent to the lessee that substantially increased the rental amount. Later, the trustees demanded rental payments or the lessee's surrender of the premises. The lessee refused and the trustees filed suit. The trial court awarded the trustees damages for back rent. The trial court also denied the lessee's motion for a new trial. The lessee appealed the court's award of damages and the denial of the motion. On appeal, the court reversed the decisions of the trial court and remanded the matter for a new trial. The court found that the trustees took subject to the terms and conditions of the lease and oral agreement to furnish water at the fixed amount. The court also found that they could not increase the rental amount in the middle of the lease term without an agreement supported by additional consideration.",permitted rights;acquired rights;leased rights;springs,"Pershing County, NV",40.9349367,-119.3153014,48 Nev. 41,,Case Law,application/pdf,,,
wlc080,wlc080.pdf,,,"Robison v. Mathis, 49 Nev. 35",,1925-04-06,"The neighbors' predecessors in interest used water from a spring to water their sheep. The homesteader later acquired the land on which the spring was located through a homestead entry. When the neighbors took their interest from their predecessors, they continued to use the spring, but the homesteader denied them access to the water. The trial court granted the neighbors' request for a decree establishing their right to use the water and for an injunction restraining the homesteader from interfering with that right, and on appeal, the court affirmed, holding that the trial court did not err in overruling the homesteader's demurrer to the complaint. The complaint sufficiently alleged the essential facts showing the neighbors' ownership rights and the homesteader's interference with those rights, and it was not deficient in not stating the quantity of water to which the neighbors had a right. The complaint warranted an injunction to prevent the foundation for an adverse right in the homesteader. The judgment was not so indefinite as to the amount of water to which the neighbors had a right as to be unenforceable because the homesteader himself was making no claim to the water.",springs;appropriation;livestock;watering;beneficial use,"White Pine County, NV",39.250214,-114.815162,49 Nev. 35,,Case Law,application/pdf,,,
wlc081,wlc081.pdf,,,"Springmeyer Land Development & Live Stock Co. v. Irrigation District No. 1, 50 Nev. 80",,1926-12-04,"The irrigation district claimed that the land company was only allowed to have its land excluded from the district when the company alleged and proved that the land was too high to receive a benefit from the water owned or controlled by the district, pursuant to 1911 Nev. Stat. §§ 60 and 61. The court determined that §§ 60 and 61 had been repealed by the provisions of 1919 Nev. Stat. § 44 and that the land company was entitled to show other reasons for why its land was to be excluded. The court determined that the land company had acquired water rights associated with its land. The court concluded that in the absence of anything in the record to the contrary it declined to disturb the finding of the district court that the proposed storage system of the district did not benefit the company's lands.",irrigation;beneficial use;storage,"Douglas County, NV",38.95065691,-119.7682203,50 Nev. 80,,Case Law,application/pdf,,,
wlc082,wlc082.pdf,,,"Nenzel v. Rochester Silver Corp., 50 Nev. 352",,1927-10-05,"The contestants alleged that they were the owners of and entitled to possession of certain water and water rights. They further claimed that, though the contestee was in possession of the property pursuant to an oral lease, it expired at the time the contestants became the owners of the property. The prayer of the complaint was for possession of the premises, for rent due in the sum of $ 3,420, damages in the sum of $ 4,800, and that said damages and rent be trebled, and for costs. The trial court found that the contestants were the owners of the property and were entitled to rent since May 1921. On appeal, the court did not disturb the findings of the trial court as to the facts of the oral lease and possession of the property. There was no merit to the contestee's contention that the action could not be maintained because proper notice to quit the premises was not given.",leased rights;beneficial use;acquired rights,"Washoe County, NV",39.9735522,-119.4871139,50 Nev. 352,,Case Law,application/pdf,,,
wlc083,wlc083.pdf,,,"Pacific Live Stock Co., v. Ellison Ranching Co., 52 Nev. 279",,1930-04-02,"Lower proprietor of a river sought an adjudication of conflicting rights of several upper proprietors. The ranch, one of the upper proprietors, served a notice of appeal and of a motion for new trial only on lower proprietor and one upper proprietor. The motions were denied. The court affirmed and dismissed the appeal, finding that the ranch failed to serve its notice on all adverse parties. The court found that the decree was not a nullity where it left no controversy between the parties unsettled and unadjudicated. The court held that it fixed the duty and quieted the title of all adverse claimants to the use of the water such that its reversal or modification would have thrown open to readjudication the rights of all the contestants based upon the ranch's own showing that the rights as between it and lower proprietor were indeterminable without the presence of all the parties interested and not served with notice of appeal. The court concluded that the parties who were entitled to notice of appeal were also entitled to notice of the motion for new trial because the same rules governed in determining who was an ""adverse party"" to motions for new trial and appeals.",rivers;creek;appropriation;streams;conflicting rights,"Humboldt County, NV",40.81467416,-115.7636066,52 Nev. 279,,Case Law,application/pdf,,,
wlc084,wlc084.pdf,,,"Markwell v. Downs, et al., 52 Nev. 372",,1930-05-05,"The claimant alleged that she and her then living husband were the owners of certain lands, premises, and water rights and that they transferred the property to the decedent in trust and for the use and benefit of the claimant. Further, the decedent, in violation of his duty and without notice to the claimant, sold and conveyed the property to a corporation. After the death of the decedent, the claimant filed her claim against the estate for the value of the property, which claim was rejected. She filed the current suit, which was dismissed. On appeal, the question was whether the complaint stated a cause of action. The court found that the claim stated that at the time of the death of the decedent, an action was pending and was still pending, which was brought by the claimant against the decedent and others to establish the trust and to annul the deed of conveyance, made by the decedent to the corporation, and to recover the property. Therefore, her claim was dependent upon the action mentioned therein being decided adversely to her. The complaint nowhere alleged such a decision and was defective. The claimant could not recover the property and also its value.",acquired rights,"Churchill County, NV",39.5043023,-118.2975122,52 Nev. 372,,Case Law,application/pdf,,,
wlc085,wlc085.pdf,,,"Mexican Dam and Ditch Co., et al. v. District Court of First Judicial District, in and for Ormsby County, et al., 52 Nev. 426",,1930-07-01,"The state engineer filed suit so that the rights of those appropriating water from a particular stream could be determined. However, the engineer did not publish notice of his suit in newspapers of general circulation in one of the counties where the stream was located. Thus, the dam company sought to prohibit the district court from proceeding, claiming that § 34 of the Water Law, amended by 1915 Nev. Stat. ch. 53, p. 380, required that all counties wherein the stream flowed were to receive notice by publication of the water suit. The court granted the writ requested by the company and others. It held that § 34 of the Water Law did require that notice be published in a newspaper of general circulation in all counties where the stream flowed and that the engineer had failed to comply with § 34. Thus, the district court did not have jurisdiction over the matter and could not proceed.",appropriation;streams;dams,"Carson City, NV",39.16647354,-119.7653437,52 Nev. 426,,Case Law,application/pdf,,,
wlc086,wlc086.pdf,,,"Waters of Horse Springs v. State Engineer, 99 Nev. 776",,1983-11-10,"Historically, cattle from both ranches now owned by the parties had continuously shared the spring. The parties' predecessors-in-title sought to remedy the intergrazing problem through a written, but unrecorded, agreement to build a range division fence and divide the water from the spring. After appellants purchased the property, they discovered the fence and divided spring. They dismantled the water division works, plugged the pipe, and removed the fence. The trial court found that appellants were on inquiry notice regarding the unrecorded agreement, and therefore, they were bound by that contract. The trial court ordered them to restore the fence. Upon review, the court found that the record indicated appellants had no express actual knowledge of the fence and water works until long after they purchased the ranch. However, respondents' vested rights remained intact. The former fence line unfairly restricted appellants' access to their deeded property. The court found that it amounted to a taking of property without compensation. Respondents admitted that access to their water could be granted without depriving appellants the use of their property.",springs;vested rights;appropriation;beneficial use;watering;livestock;NRS 533.090,"Washoe County, NV",39.9735522,-119.4871139,99 Nev. 776,,Case Law,application/pdf,,,
wlc087,wlc087.pdf,,,"Ravera v. City of Reno, 100 Nev. 68",,1984-01-26,"A financing company initiated a petition for a writ of mandamus, naming the financing company and the individual as petitioners, in an attempt to compel the city to grant an increase in allotted water rights. The case was dismissed against the financing company and the individual's name was ordered stricken from the petition. The individual subsequently filed a complaint under the same docket number as the petition again requesting water rights from the city and adding a claim for damages. The trial court dismissed the construction company for failure to state a claim, denied the individual's motion to amend the pleadings nunc pro tunc, and ordered that all documents filed in the case be stricken as fugitive documents. The court affirmed the dismissal of the construction company, holding that the allegations were insufficient to state a cause of action against it. The court reversed the order striking the documents. The court held that although the writ of mandamus had been effectively dismissed, the fact that the parties participated in further proceedings for some 18 months without objection revested the trial court with jurisdiction over the proceedings.",revested;petition,"Reno, NV",39.497703,-119.834376,100 Nev. 68,,Case Law,application/pdf,,,
wlc088,wlc088.pdf,,,"Nevada Industrial Dev. v. Benedetti, 103 Nev. 360",,1987-08-27,"The purchaser executed a promissory note pursuant to the sale of the seller's land. The seller was to reconvey parcels of the land to the purchaser upon receipt of each scheduled payment. Prior to final payment on the note, the seller indicated that she would not reconvey the last parcels unless certain water rights were conveyed back to her. The purchaser refused and the seller filed suit. The parties settled the suit by agreeing to an entry of judgment that, among other things, set forth the remaining moneys owed to the seller. The purchaser later discovered that the amount of actually owed was less than that set forth in the judgment. The seller refused to agree to modification of the judgment. The purchaser filed suit for relief from the judgment and/or restitution. The court found that although the six month statute of limitations for motions for relief from judgment under Nev. R. Civ. P. 60(b) had expired, the purchaser had stated a claim for equitable relief or restitution on the theory of unjust enrichment.",mutual mistake;restitution;NRAP 41(b);NRAP 60(b),"Washoe County, NV",39.9735522,-119.4871139,103 Nev. 360,,Case Law,application/pdf,,,
wlc089,wlc089.pdf,,,"State v. State Engineer, 104 Nev. 709",,1988-12-21,"The state engineer issued a ruling granting applications of the United States for appropriative water rights for recreation, stockwatering, and wildlife watering purposes. The State Board of Agriculture and other parties sought judicial review of the ruling. The trial court upheld the approval of an application to appropriate water for public recreation and fishery purposes, but reversed the approval of the applications to appropriate water for stockwatering and wildlife watering purposes. Both parties appealed the order and the court affirmed the part of the trial court's order that upheld the state engineer's decision, but reinstated the remaining portions of the engineer's decision. The court concluded that no absolute diversion requirement precluded the grant of an in situ water right to the lake's water. The court saw no threat to the public interest in the grant to a public agency of a water right to the lake for public recreation purposes. The court held that stockwatering and wildlife watering were beneficial uses of water and that the United States' application to appropriate water for such uses had to be treated on an equal basis with applications by private landowners.",wildlife;diversion;appropriation;lakes;watering;beneficial use;livestock;public use;NRS 533.030;NRS 533.325;NRS 533.450,"Elko County, NV",41.46260989,-115.2968077,104 Nev. 709,,Case Law,application/pdf,,,
wlc090,wlc090.pdf,,,"Serpa v. Darling, 107 Nev. 299",,1991-04-30,"The purchaser had a contract to purchase land from the seller and option contracts to purchase effluent lands and water rights. The parties executed an addendum providing the purchaser with the right to approve preliminary title reports and other listed items. The court held that the addendum attached to the option contracts rendered them unenforceable because they were not supported by mutuality of obligation or consideration. Although the purchaser tendered the purchase price of the option contracts to a third party, release of the funds was contingent upon satisfaction of the items of the addendum. The court rejected the purchaser's claim that the options were non-severable from the overall agreement to purchase the land. The court noted that the land purchase had been completed while exercise of the options could have been delayed pursuant to their terms. Also, the agreement to purchase the land did not incorporate the option contracts. Finally, the court held that the terms of the option contracts were not sufficiently definite and certain to allow specific performance.",acquired rights,"Carson City, NV",39.16647354,-119.7653437,107 Nev. 299,,Case Law,application/pdf,,,
wlc091,wlc091.pdf,,,"Silver Lake Water v. Public Serv. Comm'n, 107 Nev. 951",,1991-12-20,"The Public Service Commission determined that the utility had an inflated rate base based upon a valuation of the utility's water rights. The trial court upheld the commission's decision to use the ""original cost"" method of valuation. Because the grantor's intent dedicate the water rights to public use was not clear until a certain date, the utility contended that its water rights should have been ""valued"" according to its cost of reproduction or replacement as of that date. Upon appeal, the court stated that commission was given no means by which to determine the costs of the utility's water rights at anything other than the figure given to it that was for the original cost. Thus, the court held that there was no error in the commission's decision, and as the utility received a reasonable return on its investment based upon the commission's decision, the court affirmed the trial court that upheld that commission's opinion that the utility's rate was inflated according to its valuation of the utility's water rights based upon the ""original cost"" method of valuation.",public use;valuation,"Carson City, NV",39.16647354,-119.7653437,107 Nev. 951,,Case Law,application/pdf,,,
wlc092,wlc092.pdf,,,"Town of Eureka v. State Engineer, 108 Nev. 163",,1992-02-20,"The town was held by the state engineer to have forfeited a portion of its water rights for non-use over a period of five consecutive years. The town petitioned for judicial review of this decision and the lower court found that Nev. Rev. Stat. § 534.090 was constitutional and could be applied retroactively to forfeit the town's water rights. On appeal, the court reversed, and held that while the statute was constitutional, the town ""cured"" this forfeiture by resuming substantial use of the water rights. The statute was constitutional because the legislature had clearly intended to make the statute retroactive and applicable to vested groundwater rights and was a permissible exercise of police power. The town had cured its forfeiture, however, through use of the water rights after the statutory period of non-use. The court held that since the law disfavors a forfeiture, the state would bear the burden of proving, by clear and convincing evidence, a statutory period of non-use, and remanded the case to the district court for further proceedings consistent with its opinion to determine whether the town ""cured"" the forfeiture by substantial use after the non-use period.",forfeited water rights;nonuse;abandonment;beneficial use;appropriation;acre feet;NRS 534.090,"Eureka County, NV",40.19443229,-116.376643,108 Nev. 163,,Case Law,application/pdf,,,
wlc093,wlc093.pdf,,,"State Engineer v. Sustacha, 108 Nev. 223",,1992-03-05,"In 1930 and 1935, the Sixth Judicial District Court entered two decrees that adjudicated rights to the water in a river. Respondents owned water rights adjudicated by this decree. In 1956, the Fourth Judicial District Court entered a judgment requiring the water commissioner to measure the total water flow into a section of the system. In 1988, the Sixth Judicial District Court entered an order holding respondents in ""indirect civil contempt"" of the 1930 and 1935 decrees for using more than their appropriated amount of water. An order gave respondents 45 days to change their water delivery system. A 1989 order clarified the earlier order. In 1991, the State filed a complaint in the Fourth Judicial District Court alleging that respondents had wrongly interfered with the State's water distribution duties under previous orders. On the State's appeal of the voiding of the 1988 and 1989 orders, the court noted that Nevada district courts had equal and coextensive jurisdiction and that district courts lacked jurisdiction to review the acts of other district courts. The litigation as to the system's water rights could have been resolved only in the Sixth Judicial District Court.",irrigation;investigation,"Elko County, NV",41.46260989,-115.2968077,108 Nev. 223,,Case Law,application/pdf,,,
wlc094,wlc094.pdf,,,"Margave v. Dermody Properties, 110 Nev. 824",,1994-07-26,"The sellers of ranch land conveyed 11.9 acres to a purchaser, including some limited water rights. The next year, the sellers entered into a written agreement with the purchaser to convey an additional 67 acres, appurtenant to 30.6 acres of which were claims for water rights. Thereafter, the sellers continued to pay all annual assessments on the water rights. A second purchaser acquired the property from the original purchaser's successors in interest. After they learned of the second purchaser's claims to water rights on the property, the sellers filed suit to quiet title to the water rights. The district court granted summary judgment for the second purchaser. On appeal, the court held that the agreement conveying the 67 acres reserved water rights to the sellers but was ambiguous as to which water rights were reserved. Therefore, parol evidence had to be considered to understand the agreement, and summary judgment was not appropriate. Also, the district court's determination that the second purchaser was a bona fide purchaser for value and had no knowledge or notice of any hidden intent to reserve water rights was error because there was no evidence of hidden intent.",ditches;acre feet,"Reno, NV",39.504688,-119.787557,110 Nev. 824,,Case Law,application/pdf,,,
wlc095,wlc095.pdf,,,"Dickenson v. State, Dep't of Wildlife, 110 Nev. 934",,1994-07-26,"The parties signed an agreement that allowed the State to enlarge a reservoir located on a creek on the land of the owner. The State enlarged the reservoir for fishing and public recreation purposes while continuing to provide irrigation water for the owner's land. The agreement stated the water rights of the owner, provided access to the owner to valves of a dam, and provided storage rights subject to stock water rights. No drawdown was permitted below the minimum pool level except as agreed. The owner opened the dam valve without the State's consent, releasing water below the minimum pool. The State argued that there was no provision in the agreement for the unilateral use of the minimum pool. The owner argued that his water rights were senior to the State's storage rights and therefore could have been satisfied by the minimum pool. The court, interpreting the provisions of the agreement in order, concluded that two provisions permitted the owner to use the reservoir at his discretion for stock water when the creek was dry.",acre feet;reservoirs;storage;wildlife,"White Pine County, NV",39.250214,-114.815162,110 Nev. 934,,Case Law,application/pdf,,,
wlc096,wlc096.pdf,,,"Serpa v. County of Washoe, 111 Nev. 1081",,1995-08-24,"The county adopted a master plan for development of the entire county. As part of the plan, the county required the importation and dedication of new and different water rights from outside the hydrographic basin of the county. The developer filed an application to develop 236 acres of county land. Rather than offer a new water source as required by the county's plan, the developer proposed a community water system that would allegedly utilize the limited water resources more efficiently. The county denied the developer's application, and the trial court affirmed. On appeal, the court affirmed the judgment of the trial court finding that the developer was not entitled to a writ commanding the grant of his application. The developer failed to meet his burden of proving that the county's local planning and zoning enactments under the master plan were invalid because they were unnecessary to public health, safety, and welfare. The county decision was supported by substantial evidence.",zoning,"Washoe County, NV",39.9735522,-119.4871139,111 Nev. 1081,,Case Law,application/pdf,,,
wlc097,wlc097.pdf,,,"Dermody v. City of Reno, 113 Nev. 207",,1997-01-30,"Respondent city sought condemnation of certain land of appellant property owners for an airport. The trial court entered a judgment for payment by respondent of a specified sum of money to appellants in full compensation for the ""interests"" in the land so taken together with all improvements on the land, and for ""all damage of every kind"" suffered because of the taking of the property. Appellants contended on appeal that they were entitled to separate compensation for their water rights and that there were issues of fact that precluded summary judgment. On appeal, the court ruled that appurtenant water rights were encompassed in the word ""interests"" and that the phrase ""all damage of every kind"" included the separate value of the water rights in the order. The court concluded that the water rights claims were barred by res judicata because the water rights were included in the final damages award paid to appellants, and the rights vested in respondent under the condemnation order of ""fee simple title to the real property"" to respondent. The court ruled that appellants' other claims were waived because they were raised for the first time on appeal.",vested rights;condemnation;NRS 533.040;NRS 37.020,"Reno, NV",39.502302,-119.768309,113 Nev. 207,,Case Law,application/pdf,,,
wlc098,wlc098.pdf,,,"Jordan v. Bailey, 113 Nev. 1038",,1997-08-28,"The property owner filed criminal trespass charges against the alleged trespasser after he crossed the property to perform work on an aqueduct system which serviced water rights along a creek. After being found not guilty in a local justice court, the alleged trespasser commenced a cause of action in the lower court for malicious prosecution. The property owner counterclaimed, seeking injunctive and declaratory relief in connection with his claim that the alleged trespasser had no right to traverse the property to maintain the system. The alleged trespasser was awarded general damages and attorney's fees. The lower court also declared the existence of three prescriptive easements crossing the property. The property owner maintained that the three routes had not ripened into easements by prescription. Therefore, he argued that the malicious prosecution award and the award of attorney's fees should be vacated and reversed. The court partially agreed, reversing the judgment as to one of the easements. As to the two others, continuous use for 140 years was clear and convincing evidence that the two post-flood routes had ripened into easements by prescription.",ditches;dams;pipeline;creek;easements,"Washoe County, NV",39.29602045,-119.8715082,113 Nev. 1038,,Case Law,application/pdf,,,
wlc099,wlc099.pdf,,,"Desert Irrigation, Ltd. v. State of Nevada, 113 Nev. 1049",,1997-08-28,"The permittee was granted a permit for water into a proposed residential area. Pursuant to the permit, the permittee was required to demonstrate that the water was being put to beneficial use. The state engineer cancelled the portion of the permittee's water rights that constituted the amount of water in excess of that necessary to operate the original residential, but which the permittee had intended to put to use in a noncontiguous parcel of land six miles away. The court held that the state engineer did not abuse its discretion because a mere uncorroborated statement of intent to put water to beneficial use, after nearly 20 years of nonuse, was insufficient to justify another proof of beneficial use extension. However, the court found it manifestly unfair to uphold the partial cancellation of the permittee's water rights because the permittee specifically proceeded to perfect its appropriation on the specific representation that if it failed, the cancelled water rights would revert to its irrigation certificate. Accordingly, the court remanded with instructions that the permittee be allowed to put the cancelled water rights under its permit to beneficial use.",beneficial use;appropriation;diversion;NRS 533.380,"Nye County, NV",38.11862807,-116.4113373,113 Nev. 1049,,Case Law,application/pdf,,,
